Day,Time,Event,len(Queue)
1,9:55,Car 274 arrives at charger 56,1
1,9:55,Car 345 arrives at charger 80,1
1,9:55,Car 383 starts traveling,NA
1,9:55,Car 312 departs at charger 66,7
1,9:56,Car 50 arrives at charger 10,4
1,9:56,Car 96 arrives at charger 26,9
1,9:56,Car 202 arrives at charger 34,2
1,9:56,Car 257 departs at charger 52,5
1,9:57,Car 1 starts traveling,NA
1,9:57,Car 14 arrives at charger 18,1
1,9:57,Car 182 arrives at charger 37,5
1,9:57,Car 241 starts traveling,NA
1,9:57,Car 257 finish traveling,NA
1,9:57,Car 258 starts traveling,NA
1,9:58,Car 55 arrives at charger 16,4
1,9:58,Car 237 starts traveling,NA
1,9:59,Car 199 arrives at charger 42,1
1,9:59,Car 259 starts traveling,NA
1,9:59,Car 396 arrives at charger 78,1
1,10:00,Car 239 arrives at charger 47,1
1,10:00,Car 258 arrives at charger 61,8
1,10:01,Car 216 arrives at charger 43,16
1,10:01,Car 312 finish traveling,NA
1,10:02,Car 71 departs at charger 17,1
1,10:03,Car 66 arrives at charger 11,4
1,10:03,Car 242 arrives at charger 47,2
1,10:03,Car 10 departs at charger 11,4
1,10:03,Car 118 departs at charger 22,2
1,10:04,Car 10 finish traveling,NA
1,10:04,Car 87 departs at charger 12,7
1,10:05,Car 164 arrives at charger 31,10
1,10:05,Car 383 arrives at charger 68,1
1,10:05,Car 252 departs at charger 46,1
1,10:06,Car 1 arrives at charger 17,1
1,10:06,Car 71 finish traveling,NA
1,10:06,Car 237 arrives at charger 61,9
1,10:06,Car 83 departs at charger 15,2
1,10:07,Car 303 arrives at charger 45,2
1,10:08,Car 87 finish traveling,NA
1,10:08,Car 241 arrives at charger 59,1
1,10:09,Car 156 departs at charger 32,1
1,10:09,Car 394 departs at charger 70,5
1,10:10,Car 83 finish traveling,NA
1,10:10,Car 118 finish traveling,NA
1,10:10,Car 394 finish traveling,NA
1,10:11,Car 156 finish traveling,NA
1,10:11,Car 252 finish traveling,NA
1,10:13,Car 259 arrives at charger 56,1
1,10:13,Car 27 departs at charger 2,1
1,10:14,Car 27 finish traveling,NA
1,10:15,Car 28 departs at charger 23,0
1,10:16,Car 28 finish traveling,NA
1,10:16,Car 266 departs at charger 47,2
1,10:17,Car 366 departs at charger 71,0
1,10:17,Car 321 departs at charger 74,2
1,10:18,Car 4 departs at charger 39,0
1,10:18,Car 281 departs at charger 58,10
1,10:19,Car 266 finish traveling,NA
1,10:20,Car 281 finish traveling,NA
1,10:20,Car 6 departs at charger 1,1
1,10:21,Car 4 finish traveling,NA
1,10:21,Car 6 finish traveling,NA
1,10:21,Car 211 departs at charger 36,5
1,10:23,Car 211 finish traveling,NA
1,10:23,Car 366 finish traveling,NA
1,10:23,Car 161 departs at charger 43,16
1,10:24,Car 321 finish traveling,NA
1,10:24,Car 188 departs at charger 34,2
1,10:24,Car 399 departs at charger 62,16
1,10:24,Car 348 departs at charger 76,1
1,10:25,Car 399 finish traveling,NA
1,10:25,Car 190 departs at charger 40,5
1,10:26,Car 140 departs at charger 30,2
1,10:26,Car 392 departs at charger 77,0
1,10:27,Car 161 finish traveling,NA
1,10:27,Car 190 finish traveling,NA
1,10:27,Car 348 finish traveling,NA
1,10:27,Car 392 finish traveling,NA
1,10:27,Car 44 departs at charger 5,0
1,10:27,Car 264 departs at charger 51,2
1,10:28,Car 69 departs at charger 18,1
1,10:29,Car 69 finish traveling,NA
1,10:29,Car 188 finish traveling,NA
1,10:29,Car 198 departs at charger 38,8
1,10:29,Car 248 departs at charger 60,0
1,10:30,Car 140 finish traveling,NA
1,10:31,Car 44 finish traveling,NA
1,10:31,Car 264 finish traveling,NA
1,10:31,Car 289 departs at charger 59,1
1,10:31,Car 289 finish traveling,NA
1,10:32,Car 198 finish traveling,NA
1,10:33,Car 21 departs at charger 4,1
1,10:33,Car 26 departs at charger 10,4
1,10:33,Car 26 finish traveling,NA
1,10:34,Car 21 finish traveling,NA
1,10:34,Car 2 departs at charger 33,2
1,10:34,Car 236 departs at charger 45,2
1,10:34,Car 319 departs at charger 73,4
1,10:35,Car 248 finish traveling,NA
1,10:35,Car 319 finish traveling,NA
1,10:35,Car 260 departs at charger 54,0
1,10:36,Car 2 finish traveling,NA
1,10:36,Car 20 departs at charger 29,1
1,10:36,Car 20 finish traveling,NA
1,10:37,Car 116 departs at charger 19,6
1,10:37,Car 206 departs at charger 44,0
1,10:38,Car 117 departs at charger 21,3
1,10:38,Car 32 departs at charger 63,4
1,10:39,Car 245 departs at charger 61,9
1,10:39,Car 245 finish traveling,NA
1,10:40,Car 32 finish traveling,NA
1,10:40,Car 236 finish traveling,NA
1,10:40,Car 274 departs at charger 56,1
1,10:40,Car 386 departs at charger 66,6
1,10:41,Car 117 finish traveling,NA
1,10:41,Car 260 finish traveling,NA
1,10:41,Car 274 finish traveling,NA
1,10:41,Car 23 departs at charger 20,3
1,10:41,Car 282 departs at charger 52,4
1,10:41,Car 23 finish traveling,NA
1,10:42,Car 116 finish traveling,NA
1,10:42,Car 206 finish traveling,NA
1,10:42,Car 45 departs at charger 9,1
1,10:42,Car 251 departs at charger 50,3
1,10:43,Car 282 finish traveling,NA
1,10:43,Car 230 departs at charger 53,6
1,10:44,Car 199 departs at charger 42,0
1,10:45,Car 230 finish traveling,NA
1,10:45,Car 386 finish traveling,NA
1,10:46,Car 45 finish traveling,NA
1,10:46,Car 251 finish traveling,NA
1,10:47,Car 199 finish traveling,NA
1,10:47,Car 60 departs at charger 17,1
1,10:47,Car 142 departs at charger 28,4
1,10:48,Car 64 departs at charger 11,3
1,10:48,Car 5 departs at charger 22,1
1,10:48,Car 306 departs at charger 75,2
1,10:48,Car 64 finish traveling,NA
1,10:48,Car 306 finish traveling,NA
1,10:49,Car 5 finish traveling,NA
1,10:49,Car 60 finish traveling,NA
1,10:49,Car 142 finish traveling,NA
1,10:49,Car 88 departs at charger 12,6
1,10:50,Car 231 departs at charger 46,0
1,10:50,Car 383 departs at charger 68,0
1,10:51,Car 85 departs at charger 15,1
1,10:51,Car 139 departs at charger 31,10
1,10:51,Car 335 departs at charger 67,6
1,10:52,Car 88 finish traveling,NA
1,10:52,Car 231 finish traveling,NA
1,10:53,Car 85 finish traveling,NA
1,10:54,Car 383 finish traveling,NA
1,10:54,Car 165 departs at charger 32,0
1,10:55,Car 335 finish traveling,NA
1,10:55,Car 57 departs at charger 13,5
1,10:55,Car 229 departs at charger 57,2
1,10:56,Car 139 finish traveling,NA
1,10:56,Car 165 finish traveling,NA
1,10:57,Car 57 finish traveling,NA
1,10:59,Car 229 finish traveling,NA
1,11:00,Car 388 departs at charger 80,1
1,11:01,Car 112 departs at charger 26,9
1,11:01,Car 239 departs at charger 47,1
1,11:02,Car 398 departs at charger 74,1
1,11:03,Car 249 departs at charger 58,9
1,11:04,Car 239 finish traveling,NA
1,11:04,Car 256 departs at charger 49,3
1,11:05,Car 112 finish traveling,NA
1,11:05,Car 256 finish traveling,NA
1,11:05,Car 398 finish traveling,NA
1,11:05,Car 9 departs at charger 1,0
1,11:06,Car 9 finish traveling,NA
1,11:07,Car 388 finish traveling,NA
1,11:07,Car 315 departs at charger 65,6
1,11:08,Car 249 finish traveling,NA
1,11:08,Car 346 departs at charger 79,1
1,11:09,Car 170 departs at charger 34,1
1,11:10,Car 176 departs at charger 37,5
1,11:11,Car 170 finish traveling,NA
1,11:11,Car 169 departs at charger 30,1
1,11:12,Car 176 finish traveling,NA
1,11:12,Car 315 finish traveling,NA
1,11:12,Car 284 departs at charger 51,1
1,11:13,Car 169 finish traveling,NA
1,11:13,Car 14 departs at charger 18,0
1,11:14,Car 346 finish traveling,NA
1,11:15,Car 284 finish traveling,NA
1,11:16,Car 14 finish traveling,NA
1,11:17,Car 31 departs at charger 3,1
1,11:18,Car 31 finish traveling,NA
1,11:19,Car 332 departs at charger 78,1
1,11:23,Car 332 finish traveling,NA
1,11:23,Car 101 departs at charger 21,2
1,11:23,Car 350 departs at charger 69,1
1,11:25,Car 350 finish traveling,NA
1,11:25,Car 259 departs at charger 56,0
1,11:25,Car 360 departs at charger 66,5
1,11:26,Car 272 departs at charger 52,3
1,11:28,Car 101 finish traveling,NA
1,11:29,Car 360 finish traveling,NA
1,11:30,Car 259 finish traveling,NA
1,11:30,Car 272 finish traveling,NA
1,11:30,Car 51 departs at charger 16,4
1,11:30,Car 97 departs at charger 24,3
1,11:31,Car 97 finish traveling,NA
1,11:32,Car 51 finish traveling,NA
1,11:32,Car 1 departs at charger 17,0
1,11:33,Car 90 departs at charger 11,2
1,11:33,Car 121 departs at charger 22,0
1,11:34,Car 67 departs at charger 12,5
1,11:35,Car 1 finish traveling,NA
1,11:36,Car 86 departs at charger 15,0
1,11:37,Car 90 finish traveling,NA
1,11:37,Car 121 finish traveling,NA
1,11:38,Car 67 finish traveling,NA
1,11:38,Car 244 departs at charger 48,1
1,11:40,Car 86 finish traveling,NA
1,11:42,Car 244 finish traveling,NA
1,11:46,Car 242 departs at charger 47,0
1,11:47,Car 400 departs at charger 74,0
1,11:47,Car 400 finish traveling,NA
1,11:48,Car 297 departs at charger 58,8
1,11:52,Car 242 finish traveling,NA
1,11:54,Car 202 departs at charger 34,0
1,11:55,Car 297 finish traveling,NA
1,11:56,Car 202 finish traveling,NA
1,11:56,Car 203 departs at charger 30,0
1,11:57,Car 228 departs at charger 51,0
1,11:58,Car 203 finish traveling,NA
1,12:01,Car 228 finish traveling,NA
1,12:08,Car 102 departs at charger 21,1
1,12:09,Car 322 departs at charger 70,4
1,12:10,Car 397 departs at charger 66,4
1,12:11,Car 250 departs at charger 52,2
1,12:12,Car 102 finish traveling,NA
1,12:12,Car 397 finish traveling,NA
1,12:12,Car 42 departs at charger 7,0
1,12:14,Car 322 finish traveling,NA
1,12:15,Car 250 finish traveling,NA
1,12:16,Car 42 finish traveling,NA
1,12:18,Car 54 departs at charger 11,1
1,12:18,Car 113 departs at charger 25,1
1,12:19,Car 75 departs at charger 12,4
1,12:20,Car 75 finish traveling,NA
1,12:21,Car 54 finish traveling,NA
1,12:24,Car 113 finish traveling,NA
1,12:24,Car 362 departs at charger 62,15
1,12:26,Car 362 finish traveling,NA
1,12:31,Car 241 departs at charger 59,0
1,12:33,Car 39 departs at charger 4,0
1,12:33,Car 48 departs at charger 10,3
1,12:33,Car 273 departs at charger 58,7
1,12:34,Car 141 departs at charger 33,1
1,12:34,Car 355 departs at charger 73,3
1,12:35,Car 39 finish traveling,NA
1,12:35,Car 241 finish traveling,NA
1,12:36,Car 184 departs at charger 29,0
1,12:37,Car 48 finish traveling,NA
1,12:38,Car 141 finish traveling,NA
1,12:38,Car 273 finish traveling,NA
1,12:38,Car 324 departs at charger 63,3
1,12:39,Car 355 finish traveling,NA
1,12:41,Car 122 departs at charger 20,2
1,12:42,Car 184 finish traveling,NA
1,12:42,Car 243 departs at charger 50,2
1,12:45,Car 243 finish traveling,NA
1,12:45,Car 324 finish traveling,NA
1,12:47,Car 122 finish traveling,NA
1,12:48,Car 317 departs at charger 75,1
1,12:51,Car 384 departs at charger 67,5
1,12:51,Car 384 finish traveling,NA
1,12:53,Car 317 finish traveling,NA
1,12:53,Car 125 departs at charger 21,0
1,12:53,Car 125 finish traveling,NA
1,12:55,Car 330 departs at charger 66,3
1,12:56,Car 238 departs at charger 52,1
1,12:59,Car 238 finish traveling,NA
1,13:00,Car 330 finish traveling,NA
1,13:00,Car 345 departs at charger 80,0
1,13:02,Car 345 finish traveling,NA
1,13:03,Car 66 departs at charger 11,0
1,13:04,Car 74 departs at charger 12,3
1,13:06,Car 66 finish traveling,NA
1,13:07,Car 74 finish traveling,NA
1,13:08,Car 365 departs at charger 79,0
1,13:09,Car 365 finish traveling,NA
1,13:10,Car 35 departs at charger 14,1
1,13:10,Car 35 finish traveling,NA
1,13:17,Car 11 departs at charger 3,0
1,13:18,Car 11 finish traveling,NA
1,13:18,Car 295 departs at charger 58,6
1,13:18,Car 295 finish traveling,NA
1,13:19,Car 396 departs at charger 78,0
1,13:21,Car 396 finish traveling,NA
1,13:30,Car 92 departs at charger 24,2
1,13:34,Car 92 finish traveling,NA
1,13:38,Car 224 departs at charger 48,0
1,13:40,Car 311 departs at charger 66,2
1,13:40,Car 311 finish traveling,NA
1,13:41,Car 288 departs at charger 52,0
1,13:44,Car 224 finish traveling,NA
1,13:46,Car 288 finish traveling,NA
1,13:49,Car 89 departs at charger 12,2
1,13:51,Car 89 finish traveling,NA
1,14:03,Car 234 departs at charger 58,5
1,14:07,Car 234 finish traveling,NA
1,14:09,Car 320 departs at charger 70,3
1,14:12,Car 320 finish traveling,NA
1,14:13,Car 17 departs at charger 2,0
1,14:13,Car 17 finish traveling,NA
1,14:21,Car 194 departs at charger 36,4
1,14:23,Car 150 departs at charger 43,15
1,14:24,Car 367 departs at charger 62,14
1,14:24,Car 308 departs at charger 76,0
1,14:25,Car 194 finish traveling,NA
1,14:25,Car 162 departs at charger 40,4
1,14:25,Car 387 departs at charger 66,1
1,14:26,Car 150 finish traveling,NA
1,14:27,Car 308 finish traveling,NA
1,14:27,Car 387 finish traveling,NA
1,14:29,Car 367 finish traveling,NA
1,14:29,Car 136 departs at charger 38,7
1,14:30,Car 162 finish traveling,NA
1,14:32,Car 136 finish traveling,NA
1,14:33,Car 47 departs at charger 10,2
1,14:34,Car 58 departs at charger 12,1
1,14:34,Car 207 departs at charger 33,0
1,14:34,Car 254 departs at charger 45,1
1,14:34,Car 380 departs at charger 73,2
1,14:35,Car 58 finish traveling,NA
1,14:37,Car 126 departs at charger 19,5
1,14:38,Car 47 finish traveling,NA
1,14:38,Car 207 finish traveling,NA
1,14:38,Car 254 finish traveling,NA
1,14:38,Car 351 departs at charger 63,2
1,14:39,Car 380 finish traveling,NA
1,14:39,Car 293 departs at charger 61,8
1,14:40,Car 126 finish traveling,NA
1,14:40,Car 351 finish traveling,NA
1,14:41,Car 91 departs at charger 20,1
1,14:42,Car 43 departs at charger 9,0
1,14:42,Car 246 departs at charger 50,1
1,14:43,Car 43 finish traveling,NA
1,14:43,Car 293 finish traveling,NA
1,14:43,Car 304 departs at charger 53,5
1,14:43,Car 304 finish traveling,NA
1,14:44,Car 91 finish traveling,NA
1,14:44,Car 246 finish traveling,NA
1,14:47,Car 183 departs at charger 28,3
1,14:48,Car 263 departs at charger 58,4
1,14:48,Car 390 departs at charger 75,0
1,14:48,Car 390 finish traveling,NA
1,14:49,Car 183 finish traveling,NA
1,14:49,Car 263 finish traveling,NA
1,14:51,Car 144 departs at charger 31,9
1,14:51,Car 381 departs at charger 67,4
1,14:54,Car 144 finish traveling,NA
1,14:55,Car 76 departs at charger 13,4
1,14:55,Car 225 departs at charger 57,1
1,14:56,Car 381 finish traveling,NA
1,14:57,Car 76 finish traveling,NA
1,14:57,Car 225 finish traveling,NA
1,15:01,Car 129 departs at charger 26,8
1,15:02,Car 129 finish traveling,NA
1,15:04,Car 279 departs at charger 49,2
1,15:04,Car 279 finish traveling,NA
1,15:07,Car 391 departs at charger 65,5
1,15:09,Car 391 finish traveling,NA
1,15:10,Car 195 departs at charger 37,4
1,15:10,Car 376 departs at charger 66,0
1,15:11,Car 376 finish traveling,NA
1,15:14,Car 195 finish traveling,NA
1,15:19,Car 59 departs at charger 12,0
1,15:22,Car 59 finish traveling,NA
1,15:23,Car 318 departs at charger 69,0
1,15:27,Car 318 finish traveling,NA
1,15:30,Car 53 departs at charger 16,3
1,15:30,Car 109 departs at charger 24,1
1,15:31,Car 109 finish traveling,NA
1,15:33,Car 53 finish traveling,NA
1,15:33,Car 223 departs at charger 58,3
1,15:35,Car 223 finish traveling,NA
1,16:09,Car 378 departs at charger 70,2
1,16:14,Car 378 finish traveling,NA
1,16:18,Car 93 departs at charger 25,0
1,16:18,Car 240 departs at charger 58,2
1,16:18,Car 240 finish traveling,NA
1,16:21,Car 93 finish traveling,NA
1,16:24,Car 379 departs at charger 62,13
1,16:28,Car 379 finish traveling,NA
1,16:33,Car 46 departs at charger 10,1
1,16:34,Car 316 departs at charger 73,1
1,16:35,Car 316 finish traveling,NA
1,16:37,Car 46 finish traveling,NA
1,16:38,Car 356 departs at charger 63,1
1,16:40,Car 356 finish traveling,NA
1,16:41,Car 105 departs at charger 20,0
1,16:42,Car 105 finish traveling,NA
1,16:42,Car 275 departs at charger 50,0
1,16:47,Car 275 finish traveling,NA
1,16:51,Car 309 departs at charger 67,3
1,16:51,Car 309 finish traveling,NA
1,17:03,Car 226 departs at charger 58,1
1,17:06,Car 226 finish traveling,NA
1,17:10,Car 34 departs at charger 14,0
1,17:12,Car 34 finish traveling,NA
1,17:30,Car 106 departs at charger 24,0
1,17:31,Car 106 finish traveling,NA
1,17:48,Car 271 departs at charger 58,0
1,17:55,Car 271 finish traveling,NA
1,18:09,Car 329 departs at charger 70,1
1,18:13,Car 329 finish traveling,NA
1,18:21,Car 159 departs at charger 36,3
1,18:22,Car 159 finish traveling,NA
1,18:23,Car 201 departs at charger 43,14
1,18:24,Car 375 departs at charger 62,12
1,18:25,Car 219 departs at charger 40,3
1,18:28,Car 201 finish traveling,NA
1,18:28,Car 219 finish traveling,NA
1,18:28,Car 375 finish traveling,NA
1,18:29,Car 178 departs at charger 38,6
1,18:33,Car 50 departs at charger 10,0
1,18:34,Car 178 finish traveling,NA
1,18:34,Car 303 departs at charger 45,0
1,18:34,Car 373 departs at charger 73,0
1,18:35,Car 50 finish traveling,NA
1,18:37,Car 100 departs at charger 19,4
1,18:38,Car 331 departs at charger 63,0
1,18:38,Car 331 finish traveling,NA
1,18:39,Car 303 finish traveling,NA
1,18:39,Car 373 finish traveling,NA
1,18:39,Car 290 departs at charger 61,7
1,18:43,Car 100 finish traveling,NA
1,18:43,Car 290 finish traveling,NA
1,18:43,Car 270 departs at charger 53,4
1,18:45,Car 270 finish traveling,NA
1,18:47,Car 145 departs at charger 28,2
1,18:51,Car 145 finish traveling,NA
1,18:51,Car 137 departs at charger 31,8
1,18:51,Car 358 departs at charger 67,2
1,18:54,Car 358 finish traveling,NA
1,18:55,Car 137 finish traveling,NA
1,18:55,Car 62 departs at charger 13,3
1,18:55,Car 261 departs at charger 57,0
1,18:55,Car 62 finish traveling,NA
1,18:59,Car 261 finish traveling,NA
1,19:01,Car 94 departs at charger 26,7
1,19:02,Car 94 finish traveling,NA
1,19:04,Car 287 departs at charger 49,1
1,19:07,Car 287 finish traveling,NA
1,19:07,Car 327 departs at charger 65,4
1,19:09,Car 327 finish traveling,NA
1,19:10,Car 192 departs at charger 37,3
1,19:15,Car 192 finish traveling,NA
1,19:30,Car 77 departs at charger 16,2
1,19:34,Car 77 finish traveling,NA
1,20:09,Car 361 departs at charger 70,0
1,20:13,Car 361 finish traveling,NA
1,20:24,Car 349 departs at charger 62,11
1,20:27,Car 349 finish traveling,NA
1,20:51,Car 314 departs at charger 67,1
1,20:56,Car 314 finish traveling,NA
1,22:21,Car 160 departs at charger 36,2
1,22:23,Car 138 departs at charger 43,13
1,22:24,Car 138 finish traveling,NA
1,22:24,Car 160 finish traveling,NA
1,22:24,Car 374 departs at charger 62,10
1,22:25,Car 175 departs at charger 40,2
1,22:27,Car 374 finish traveling,NA
1,22:29,Car 175 finish traveling,NA
1,22:29,Car 189 departs at charger 38,5
1,22:33,Car 189 finish traveling,NA
1,22:37,Car 95 departs at charger 19,3
1,22:39,Car 286 departs at charger 61,6
1,22:40,Car 95 finish traveling,NA
1,22:41,Car 286 finish traveling,NA
1,22:43,Car 262 departs at charger 53,3
1,22:47,Car 168 departs at charger 28,1
1,22:48,Car 262 finish traveling,NA
1,22:49,Car 168 finish traveling,NA
1,22:51,Car 191 departs at charger 31,7
1,22:51,Car 372 departs at charger 67,0
1,22:54,Car 191 finish traveling,NA
1,22:55,Car 72 departs at charger 13,2
1,22:56,Car 72 finish traveling,NA
1,22:56,Car 372 finish traveling,NA
1,23:01,Car 115 departs at charger 26,6
1,23:04,Car 221 departs at charger 49,0
1,23:07,Car 115 finish traveling,NA
1,23:07,Car 385 departs at charger 65,3
1,23:08,Car 221 finish traveling,NA
1,23:10,Car 218 departs at charger 37,2
1,23:11,Car 385 finish traveling,NA
1,23:13,Car 218 finish traveling,NA
1,23:30,Car 68 departs at charger 16,1
1,23:30,Car 68 finish traveling,NA
2,0:00,Car 359 cannot finish charging and depart at charger 62,NA
2,0:00,Car 55 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 56 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 73 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 96 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 98 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 108 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 110 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 111 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 119 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 124 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 131 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 132 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 143 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 146 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 147 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 149 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 151 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 152 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 154 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 157 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 158 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 164 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 171 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 172 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 173 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 174 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 177 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 179 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 180 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 182 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 186 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 187 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 193 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 196 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 200 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 205 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 208 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 209 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 212 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 213 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 214 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 215 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 216 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 220 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 222 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 227 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 237 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 253 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 255 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 258 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 283 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 285 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 305 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 313 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 325 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 333 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 337 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 338 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 339 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 340 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 341 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 344 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 364 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 370 cannot wait for a charger today and finish traveling,NA
2,0:00,Car 393 cannot wait for a charger today and finish traveling,NA
2,0:24,Car 359 finish traveling,NA
1,6:03,Car 363 starts traveling,NA
1,6:04,Car 27 starts traveling,NA
1,6:04,Car 310 starts traveling,NA
1,6:04,Car 357 starts traveling,NA
1,6:06,Car 278 starts traveling,NA
1,6:07,Car 33 starts traveling,NA
1,6:07,Car 84 starts traveling,NA
1,6:07,Car 389 starts traveling,NA
1,6:08,Car 130 starts traveling,NA
1,6:08,Car 130 arrives at charger 21,1
1,6:09,Car 114 starts traveling,NA
1,6:09,Car 310 arrives at charger 70,1
1,6:09,Car 363 arrives at charger 74,1
1,6:10,Car 389 arrives at charger 66,1
1,6:12,Car 13 starts traveling,NA
1,6:12,Car 161 starts traveling,NA
1,6:13,Car 27 arrives at charger 2,1
1,6:14,Car 30 starts traveling,NA
1,6:14,Car 352 starts traveling,NA
1,6:15,Car 25 starts traveling,NA
1,6:15,Car 348 starts traveling,NA
1,6:15,Car 357 arrives at charger 66,1
1,6:16,Car 211 starts traveling,NA
1,6:16,Car 276 starts traveling,NA
1,6:16,Car 377 starts traveling,NA
1,6:17,Car 278 arrives at charger 51,1
1,6:18,Car 33 arrives at charger 11,1
1,6:18,Car 49 starts traveling,NA
1,6:18,Car 114 arrives at charger 22,1
1,6:19,Car 84 arrives at charger 12,1
1,6:19,Car 233 starts traveling,NA
1,6:19,Car 236 starts traveling,NA
1,6:19,Car 247 starts traveling,NA
1,6:20,Car 103 starts traveling,NA
1,6:20,Car 128 starts traveling,NA
1,6:20,Car 190 starts traveling,NA
1,6:20,Car 260 starts traveling,NA
1,6:20,Car 299 starts traveling,NA
1,6:20,Car 323 starts traveling,NA
1,6:21,Car 211 arrives at charger 36,1
1,6:22,Car 65 starts traveling,NA
1,6:22,Car 198 starts traveling,NA
1,6:22,Car 343 starts traveling,NA
1,6:22,Car 352 arrives at charger 66,2
1,6:23,Car 37 starts traveling,NA
1,6:23,Car 161 arrives at charger 43,1
1,6:23,Car 185 starts traveling,NA
1,6:24,Car 13 arrives at charger 62,1
1,6:24,Car 30 arrives at charger 1,1
1,6:24,Car 116 starts traveling,NA
1,6:24,Car 348 arrives at charger 76,1
1,6:24,Car 399 starts traveling,NA
1,6:25,Car 17 starts traveling,NA
1,6:25,Car 163 starts traveling,NA
1,6:25,Car 190 arrives at charger 40,1
1,6:25,Car 206 starts traveling,NA
1,6:25,Car 276 arrives at charger 51,1
1,6:26,Car 17 arrives at charger 2,1
1,6:26,Car 136 starts traveling,NA
1,6:26,Car 399 arrives at charger 62,1
1,6:27,Car 377 arrives at charger 74,1
1,6:28,Car 148 starts traveling,NA
1,6:28,Car 178 starts traveling,NA
1,6:29,Car 25 arrives at charger 11,1
1,6:29,Car 103 arrives at charger 21,1
1,6:29,Car 198 arrives at charger 38,1
1,6:30,Car 12 starts traveling,NA
1,6:30,Car 37 arrives at charger 5,1
1,6:30,Car 247 arrives at charger 60,1
1,6:31,Car 36 starts traveling,NA
1,6:31,Car 45 starts traveling,NA
1,6:31,Car 233 arrives at charger 47,1
1,6:31,Car 394 starts traveling,NA
1,6:32,Car 65 arrives at charger 1,1
1,6:32,Car 128 arrives at charger 21,2
1,6:32,Car 362 starts traveling,NA
1,6:33,Car 49 arrives at charger 3,1
1,6:33,Car 299 arrives at charger 58,1
1,6:34,Car 32 starts traveling,NA
1,6:34,Car 136 arrives at charger 38,1
1,6:34,Car 148 arrives at charger 42,1
1,6:34,Car 155 starts traveling,NA
